,age,is_hereditary,height,is_smoker,stress,bald_prob
1822,29.0,0.0,150.5867824114319,1.0,10.0,high
1823,33.0,0.0,187.46089188998764,1.0,5.0,medium
1825,41.0,1.0,167.3107035155484,1.0,3.0,high
1827,25.0,1.0,163.72661380797152,0.0,4.0,high
1830,34.0,0.0,175.40020128556782,1.0,7.0,medium
1831,37.0,1.0,155.88051920495832,1.0,5.0,medium
1832,45.0,0.0,155.1289466296092,1.0,9.0,high
1833,44.0,1.0,163.06668493595333,0.0,6.0,high
1834,55.0,0.0,184.48392502666832,1.0,8.0,high
1836,38.0,1.0,176.00446988392713,1.0,8.0,high
1837,39.0,0.0,148.02825512457375,0.0,1.0,medium
1838,31.0,0.0,185.5071854960995,1.0,5.0,high
1841,54.0,0.0,153.687887148211,1.0,2.0,high
1842,41.0,0.0,156.90581066918872,0.0,1.0,medium
1843,29.0,1.0,192.10158538834844,0.0,7.0,high
1844,34.0,0.0,175.4706194924903,0.0,4.0,high
1846,37.0,1.0,160.50744008127143,1.0,4.0,high
1847,41.0,0.0,170.06368440606576,0.0,3.0,high
1848,37.0,0.0,166.8021402070148,1.0,8.0,medium
1849,50.0,1.0,173.20422158493858,1.0,5.0,high
1850,50.0,0.0,165.76075640579415,0.0,6.0,high
1851,21.0,1.0,171.000562865779,0.0,3.0,medium
1852,56.0,0.0,159.84924963909606,1.0,5.0,high
1853,22.0,0.0,167.62548377452552,1.0,4.0,medium
1854,51.0,0.0,171.47943278251813,1.0,6.0,high
1855,39.0,0.0,157.3486574863267,1.0,6.0,medium
1856,28.0,0.0,173.19790241031194,1.0,4.0,medium
1857,44.0,1.0,171.84807695841818,1.0,1.0,high
1860,39.0,0.0,191.40263926042124,0.0,9.0,high
1861,40.0,0.0,178.94887750935507,1.0,9.0,medium
1862,55.0,0.0,163.9798865711605,1.0,9.0,high
1864,41.0,1.0,188.80510639093336,1.0,8.0,high
1865,35.0,0.0,170.75323292774732,1.0,1.0,medium
1866,40.0,0.0,160.15827556765348,0.0,6.0,medium
1867,40.0,0.0,159.74449126455073,0.0,6.0,medium
1868,45.0,1.0,154.58365748631195,1.0,2.0,high
1870,31.0,0.0,161.21488972873706,0.0,5.0,medium
1871,37.0,0.0,167.24587750920858,0.0,1.0,medium
1872,49.0,0.0,165.8682096873394,0.0,10.0,high
1873,39.0,0.0,169.7027141170753,0.0,4.0,medium
1874,48.0,0.0,174.8364941542752,0.0,8.0,high
1875,52.0,0.0,185.96314435137103,1.0,2.0,high
1876,43.0,0.0,167.68662844739313,1.0,2.0,high
1877,48.0,1.0,170.6774038665237,1.0,6.0,high
1878,33.0,0.0,186.4648697347708,1.0,7.0,high
1879,41.0,0.0,163.9449538855391,1.0,4.0,high
1880,50.0,1.0,179.3632576278959,0.0,4.0,high
1882,19.0,0.0,157.20041225519785,0.0,6.0,medium
1883,38.0,0.0,156.41168799307263,1.0,1.0,high
1884,38.0,0.0,170.39074681069968,0.0,6.0,medium
1885,43.0,0.0,178.09607902026303,1.0,2.0,medium
1886,43.0,0.0,172.7403532671174,1.0,9.0,high
1887,32.0,0.0,190.05077947382847,1.0,5.0,medium
1888,34.0,0.0,154.08086977066887,1.0,6.0,medium
1889,32.0,0.0,169.76718732853436,0.0,3.0,medium
1890,37.0,0.0,177.60996374955846,0.0,10.0,medium
1891,44.0,0.0,171.11491120213867,0.0,6.0,high
1893,50.0,1.0,155.93680871931286,0.0,3.0,high
1894,24.0,0.0,176.35092666827387,1.0,3.0,medium
1895,50.0,0.0,171.6952561203572,0.0,1.0,medium
1896,57.0,0.0,174.60585490396372,0.0,9.0,high
1897,35.0,0.0,161.0594643207541,0.0,10.0,high
1898,27.0,0.0,159.8003759073416,0.0,3.0,medium
1899,46.0,0.0,170.78718373697896,0.0,6.0,medium
1900,19.0,0.0,158.4204435831634,1.0,9.0,medium
1901,39.0,1.0,155.9360835858874,1.0,9.0,high
1903,38.0,0.0,159.70861955237268,0.0,10.0,high
1904,30.0,0.0,178.07319992785966,1.0,1.0,medium
1905,25.0,1.0,195.4079715597247,0.0,5.0,high
1906,51.0,0.0,181.94511995305007,0.0,9.0,medium
1907,40.0,0.0,164.90033123699163,0.0,3.0,low
1908,35.0,1.0,169.50876964116358,0.0,5.0,medium
1909,31.0,0.0,168.87343739463628,0.0,4.0,medium
1910,47.0,0.0,173.78895624096037,1.0,4.0,high
1913,26.0,0.0,176.51137553038112,0.0,7.0,medium
1914,34.0,0.0,161.37982686788803,1.0,3.0,medium
1916,57.0,0.0,168.40364995120933,1.0,8.0,high
1917,32.0,1.0,171.0248358704389,1.0,7.0,high
1918,48.0,0.0,158.23876643998975,0.0,4.0,medium
1919,40.0,0.0,171.67485481177056,1.0,1.0,high
1920,30.0,0.0,158.52301562071435,0.0,8.0,medium
1921,35.0,0.0,172.09712619893924,1.0,9.0,medium
1922,58.0,1.0,156.78732360639526,1.0,2.0,high
1924,39.0,0.0,172.1074433699148,0.0,4.0,medium
1925,27.0,1.0,128.0489135230893,1.0,9.0,high
1926,49.0,0.0,175.86669219633188,1.0,8.0,high
1927,48.0,1.0,173.57001510463436,0.0,2.0,high
1928,38.0,0.0,178.8683809028695,0.0,10.0,medium
1929,36.0,0.0,169.73894408697524,0.0,6.0,medium
1931,51.0,0.0,172.77627184718733,1.0,6.0,high
1932,28.0,0.0,175.43200750435682,1.0,6.0,high
1933,41.0,0.0,159.45431667621978,1.0,6.0,high
1934,39.0,0.0,147.94341629438173,1.0,9.0,medium
1935,25.0,0.0,173.95456823648823,1.0,8.0,medium
1936,41.0,0.0,156.0158650560015,0.0,4.0,medium
1938,33.0,0.0,158.01557497675054,1.0,8.0,high
1939,22.0,1.0,172.03638475019898,1.0,7.0,high
1940,42.0,0.0,164.95034704675425,0.0,2.0,medium
1941,56.0,0.0,145.78420299670606,0.0,1.0,high
1942,43.0,1.0,161.7665989700831,0.0,7.0,high
1943,47.0,0.0,168.14603460319057,1.0,10.0,high
1944,21.0,0.0,153.46842023974327,0.0,5.0,medium
1945,58.0,1.0,171.1261073826006,1.0,5.0,high
1946,38.0,0.0,152.66705462741402,0.0,7.0,medium
1948,39.0,0.0,156.63541950139603,1.0,10.0,medium
1949,42.0,0.0,154.01542642053565,0.0,6.0,medium
1950,48.0,0.0,171.69152988587334,1.0,2.0,high
1951,53.0,0.0,176.05879461654078,0.0,6.0,high
1952,42.0,0.0,177.9415681014719,0.0,5.0,medium
1953,39.0,0.0,164.57773327614575,0.0,7.0,medium
1954,69.0,0.0,171.14908718403902,0.0,6.0,high
1955,60.0,0.0,151.14420176938987,1.0,5.0,high
1957,39.0,0.0,153.31813538612997,1.0,7.0,medium
1959,34.0,0.0,166.49074177602847,1.0,5.0,medium
1960,30.0,1.0,160.83081628729195,0.0,2.0,high
1962,58.0,1.0,177.23662712982104,1.0,4.0,high
1963,35.0,0.0,156.22972840493682,1.0,1.0,medium
1964,26.0,0.0,170.08994598322218,1.0,5.0,medium
1965,45.0,0.0,186.635688419899,0.0,1.0,medium
1966,28.0,0.0,158.4736294479208,1.0,8.0,high
1967,18.0,0.0,154.6661292458623,1.0,8.0,medium
1968,47.0,0.0,169.2373098831616,0.0,9.0,medium
1970,20.0,0.0,168.24154587282862,1.0,1.0,medium
1971,43.0,0.0,149.81980992258482,1.0,7.0,high
1972,44.0,0.0,158.05512424743446,0.0,5.0,medium
1973,32.0,0.0,163.66447319251225,1.0,1.0,medium
1975,43.0,0.0,153.91542247013098,0.0,3.0,high
1976,37.0,0.0,157.33392817034786,1.0,1.0,medium
1977,41.0,0.0,171.78919053626834,1.0,1.0,medium
1978,47.0,0.0,182.497527689893,1.0,1.0,medium
1979,45.0,0.0,152.94773171033728,1.0,4.0,medium
1981,60.0,0.0,158.44126645712714,1.0,2.0,high
1982,30.0,1.0,156.5374493042154,1.0,7.0,high
1983,39.0,1.0,172.32364023516908,1.0,10.0,high
1985,56.0,0.0,169.6180663996258,0.0,1.0,medium
1986,18.0,0.0,171.02572755511483,1.0,10.0,high
1990,40.0,0.0,172.11411376463676,1.0,2.0,high
1991,22.0,0.0,164.25583112580688,0.0,3.0,medium
1993,48.0,0.0,172.74150551744395,0.0,8.0,medium
1994,21.0,1.0,164.04977075485874,1.0,6.0,high
1998,45.0,0.0,148.24685737726656,0.0,9.0,high
1999,38.0,0.0,162.3358980592276,1.0,7.0,medium
2000,34.0,0.0,178.9315848863019,0.0,3.0,medium
2001,25.0,0.0,179.92114836441772,1.0,5.0,medium
2002,43.0,0.0,166.191206782542,0.0,3.0,medium
2003,36.0,0.0,174.338552121659,0.0,3.0,medium
2005,18.0,0.0,168.12666167114014,0.0,3.0,medium
2006,46.0,0.0,164.89550990952984,1.0,1.0,high
2007,38.0,0.0,187.22870294330883,0.0,4.0,medium
2008,46.0,0.0,168.83213941450396,1.0,3.0,medium
2009,25.0,0.0,172.38492920743644,1.0,5.0,medium
2012,50.0,1.0,180.56428392876109,0.0,5.0,high
2013,48.0,0.0,185.53890391673616,0.0,5.0,medium
2014,28.0,0.0,180.9957244776068,1.0,8.0,high
2015,34.0,0.0,157.09888971823125,1.0,3.0,medium
2016,42.0,0.0,166.21227866788774,1.0,9.0,high
2018,35.0,0.0,173.45470094687622,1.0,8.0,medium
2020,49.0,0.0,160.6074176052651,1.0,1.0,high
2021,33.0,0.0,172.15450762929024,0.0,5.0,medium
2022,42.0,0.0,153.01000715918673,0.0,4.0,high
2023,43.0,0.0,163.72086827073784,0.0,4.0,medium
2025,33.0,0.0,156.82572319604978,1.0,5.0,high
2026,32.0,1.0,188.07183800150784,0.0,9.0,high
2029,33.0,0.0,157.07493311917838,1.0,6.0,high
2032,35.0,1.0,159.3013158988607,1.0,3.0,high
2033,41.0,0.0,142.74725997445097,0.0,8.0,medium
2034,58.0,0.0,183.05414964603128,1.0,10.0,high
2035,44.0,0.0,164.22202235172614,0.0,10.0,high
2036,52.0,0.0,170.90921060993225,0.0,10.0,high
2039,45.0,0.0,180.7580278032169,1.0,8.0,medium
2040,31.0,1.0,156.92616882421598,1.0,10.0,high
2041,22.0,0.0,157.13226532619424,1.0,2.0,medium
2042,35.0,0.0,171.28997312131258,1.0,10.0,medium
2043,36.0,1.0,167.50366184020356,1.0,6.0,high
2044,47.0,1.0,163.3056226240034,0.0,1.0,high
2046,60.0,0.0,159.44188803310678,1.0,3.0,high
2048,30.0,0.0,175.6462751794991,1.0,1.0,medium
2049,43.0,0.0,184.78053937571192,1.0,6.0,high
2050,27.0,0.0,158.2075683605226,1.0,10.0,high
2051,46.0,1.0,184.5813323124156,1.0,1.0,high
2052,35.0,0.0,139.77943342445383,1.0,10.0,high
2053,37.0,0.0,171.0937342167883,0.0,2.0,medium
2054,51.0,0.0,154.7533244750249,0.0,2.0,medium
2055,58.0,0.0,163.18726633481606,0.0,9.0,high
2056,29.0,0.0,142.13528279118702,1.0,4.0,medium
2057,31.0,0.0,165.29346169188958,0.0,4.0,medium
2058,39.0,0.0,159.64012256220292,1.0,1.0,medium
2059,40.0,0.0,147.32995577788353,0.0,9.0,medium
2060,48.0,1.0,158.7597850151523,1.0,6.0,high
2061,49.0,0.0,165.08439275209625,1.0,5.0,high
2062,37.0,1.0,161.82575848702294,1.0,2.0,high
2063,39.0,0.0,177.8250498062425,1.0,8.0,medium
2064,40.0,0.0,173.11730342815085,1.0,3.0,medium
2065,56.0,1.0,166.90138463907945,1.0,3.0,high
2067,45.0,0.0,170.19678547424107,1.0,3.0,medium
2068,37.0,0.0,176.94247755736455,1.0,3.0,medium
2069,33.0,1.0,167.7315830138057,1.0,5.0,high
2071,42.0,0.0,159.46250337453384,1.0,3.0,high
2072,45.0,1.0,165.42289220756865,0.0,4.0,high
2073,40.0,0.0,186.20627661063,1.0,3.0,medium
2074,46.0,0.0,157.12125558844005,1.0,3.0,high
2076,40.0,0.0,141.57694669477507,1.0,5.0,medium
2078,41.0,0.0,145.4132882493804,1.0,9.0,high
2079,37.0,0.0,147.082997619096,0.0,10.0,medium
2080,39.0,0.0,158.1990642068699,0.0,6.0,medium
2082,41.0,0.0,170.26613065128993,0.0,10.0,medium
2083,35.0,0.0,189.8725787833989,1.0,1.0,medium
2085,21.0,0.0,151.79269122104165,1.0,10.0,high
2086,41.0,0.0,175.6027865827628,0.0,2.0,medium
2087,37.0,0.0,185.2976389733928,1.0,10.0,high
2088,46.0,0.0,173.1617147816212,1.0,2.0,high
2090,44.0,1.0,158.69136024378955,1.0,9.0,high
2091,37.0,0.0,172.79296539254472,0.0,10.0,medium
2092,36.0,0.0,177.19547053637174,0.0,3.0,medium
2095,48.0,0.0,172.61027101000474,0.0,4.0,medium
2096,43.0,1.0,164.99360783778866,1.0,1.0,high
2097,32.0,0.0,177.533075167508,0.0,7.0,medium
2098,49.0,0.0,161.01795176383695,1.0,2.0,high
2099,47.0,0.0,166.48115480092557,1.0,10.0,high
2101,33.0,0.0,170.25936182247682,0.0,2.0,medium
2102,39.0,0.0,181.8738853080849,0.0,6.0,medium
2103,44.0,0.0,174.55103103158189,0.0,9.0,medium
2104,57.0,0.0,179.82928442197434,1.0,8.0,high
2106,57.0,0.0,173.2639706056607,1.0,4.0,high
2107,45.0,0.0,169.59320113897832,1.0,5.0,high
2108,52.0,0.0,150.04425326561372,1.0,5.0,high
2109,28.0,0.0,167.94317414761844,1.0,8.0,medium
2110,30.0,1.0,155.64013872703305,0.0,6.0,medium
2111,31.0,0.0,160.4941728560563,0.0,4.0,medium
2113,35.0,0.0,174.94973965778425,1.0,4.0,medium
2114,49.0,0.0,167.21148801239798,0.0,6.0,medium
2115,31.0,0.0,152.95502855720815,0.0,9.0,medium
2116,29.0,0.0,172.3481502739507,1.0,5.0,medium
2117,44.0,1.0,174.36729972209062,1.0,3.0,high
2118,36.0,0.0,153.94651797789913,1.0,6.0,medium
2119,31.0,0.0,175.11276791038327,1.0,2.0,high
2121,47.0,0.0,180.23883724005464,1.0,3.0,high
2123,32.0,0.0,178.84503365556384,1.0,8.0,high
2124,57.0,0.0,159.93380323680407,1.0,2.0,high
2125,44.0,0.0,145.20480610013718,0.0,7.0,high
2126,55.0,1.0,175.70543961881634,0.0,8.0,high
2127,17.0,0.0,154.3496189188543,0.0,3.0,low
2128,55.0,1.0,143.70718895003756,0.0,2.0,high
2129,37.0,0.0,163.87061313914046,0.0,8.0,medium
2130,47.0,0.0,155.48351924568374,0.0,10.0,medium
2132,28.0,0.0,159.072625964657,0.0,9.0,medium
2133,46.0,1.0,148.48480585311063,1.0,4.0,high
2135,63.0,1.0,177.43649357874096,0.0,1.0,high
2136,29.0,0.0,169.5074057393884,0.0,8.0,medium
2137,45.0,1.0,150.4348267629588,0.0,7.0,high
2139,37.0,1.0,160.2373218477842,0.0,1.0,high
2140,38.0,0.0,163.41029625812894,0.0,7.0,medium
2141,40.0,0.0,180.1786478730268,0.0,4.0,medium
2142,40.0,0.0,174.63336714151762,0.0,7.0,medium
2143,42.0,0.0,167.15604141775958,0.0,5.0,high
2146,37.0,0.0,190.78110787630803,1.0,9.0,high
2148,33.0,0.0,178.0635034146287,0.0,7.0,medium
2149,33.0,0.0,195.46592440253207,1.0,5.0,high
2151,42.0,0.0,163.76066408793068,1.0,9.0,high
2152,36.0,0.0,146.71132898968068,0.0,4.0,medium
2153,46.0,0.0,169.10458682993584,0.0,2.0,medium
2155,54.0,0.0,186.90067480792064,0.0,2.0,medium
2157,35.0,0.0,169.12372590643344,0.0,7.0,medium
2158,59.0,0.0,180.07692100754662,1.0,5.0,high
2160,27.0,0.0,156.41946425330246,0.0,1.0,low
2161,57.0,0.0,171.47993960118745,1.0,8.0,high
2162,30.0,0.0,174.0254727078427,1.0,4.0,medium
2164,46.0,1.0,172.33403312353295,1.0,8.0,high
2165,48.0,0.0,158.11491765317672,1.0,7.0,high
2166,31.0,1.0,168.0163748222239,1.0,3.0,high
2168,45.0,0.0,189.27203042687668,1.0,1.0,medium
2169,33.0,0.0,180.3747438132484,0.0,5.0,medium
2170,49.0,0.0,175.4656444860896,0.0,9.0,medium
2175,42.0,0.0,158.24046705552624,0.0,2.0,medium
2176,53.0,0.0,165.72986567240963,0.0,2.0,high
2177,33.0,0.0,155.81210791683603,0.0,7.0,medium
2179,40.0,0.0,150.7408395709014,1.0,6.0,high
2180,44.0,0.0,152.09762626772482,1.0,1.0,medium
2182,29.0,0.0,164.87795026042932,0.0,10.0,medium
2184,41.0,0.0,168.04122063682743,0.0,10.0,high
2185,42.0,0.0,151.83694963094757,0.0,1.0,medium
2186,38.0,1.0,175.9634693777758,1.0,5.0,high
2187,48.0,0.0,186.61598926211911,0.0,8.0,medium
2189,33.0,1.0,183.51309989385604,0.0,4.0,high
2191,44.0,0.0,161.62202448055837,0.0,2.0,medium
2192,41.0,0.0,172.8136319013621,0.0,10.0,medium
2193,32.0,1.0,179.3338010157588,1.0,1.0,high
2195,52.0,0.0,159.70032751532975,1.0,2.0,high
2196,36.0,0.0,155.67967341700668,1.0,3.0,medium
2199,38.0,1.0,177.016507312022,1.0,10.0,high
2200,44.0,0.0,166.99476533785602,0.0,1.0,low
2201,36.0,0.0,139.99272848471026,1.0,2.0,high
2202,43.0,0.0,163.22032720194576,1.0,3.0,high
2203,57.0,0.0,181.05066368526204,0.0,6.0,high
2204,35.0,0.0,153.3687744587474,1.0,6.0,medium
2205,32.0,0.0,179.0694379518064,0.0,1.0,medium
2206,56.0,0.0,161.83544311697258,1.0,2.0,medium
2207,36.0,0.0,166.5438373060281,0.0,6.0,high
2208,30.0,1.0,170.73034968792084,0.0,8.0,high
2209,38.0,1.0,164.20485889214885,1.0,6.0,high
2210,36.0,0.0,174.2139994508467,1.0,1.0,medium
2211,37.0,1.0,177.97942890295593,1.0,1.0,high
2212,25.0,0.0,167.37028684818787,1.0,2.0,high
2213,44.0,0.0,172.76614169691214,1.0,1.0,medium
2214,46.0,0.0,151.111735372376,1.0,3.0,high
2215,65.0,0.0,178.3041048350019,1.0,9.0,high
2216,29.0,1.0,164.28140687780888,0.0,4.0,high
2217,51.0,0.0,170.17899115671307,1.0,2.0,high
2218,23.0,0.0,161.40129377749298,0.0,4.0,medium
2219,36.0,1.0,152.50368253401228,0.0,1.0,high
2220,38.0,0.0,175.78826048654645,0.0,3.0,medium
2221,49.0,0.0,158.02744747007412,0.0,8.0,high
2225,39.0,0.0,159.69428248925732,0.0,1.0,medium
2227,56.0,0.0,163.88178146847758,1.0,2.0,high
2228,54.0,0.0,164.37471155449754,1.0,2.0,medium
2229,36.0,0.0,168.07102910430362,1.0,5.0,medium
2230,11.0,0.0,164.13552659113537,0.0,2.0,medium
2231,29.0,0.0,171.18809979344175,1.0,5.0,medium
2233,31.0,0.0,175.35453011228404,0.0,5.0,medium
2234,35.0,1.0,178.8628663938942,1.0,6.0,medium
2235,43.0,0.0,169.04035947637058,1.0,7.0,medium
2236,50.0,0.0,173.6450261784262,1.0,8.0,medium
2237,29.0,0.0,175.5639147891706,1.0,6.0,medium
2240,52.0,0.0,168.082395391193,1.0,6.0,high
2241,47.0,0.0,151.77422964195387,1.0,7.0,high
2243,49.0,0.0,164.56333772703277,0.0,9.0,high
2245,52.0,0.0,164.20481817353743,0.0,5.0,high
2246,40.0,0.0,156.85058928801146,0.0,3.0,medium
2247,35.0,0.0,184.2982648521772,1.0,8.0,high
2249,50.0,0.0,152.22348627867242,1.0,7.0,high
2250,45.0,0.0,183.1726534842605,1.0,3.0,medium
2251,45.0,1.0,158.98000903685664,0.0,9.0,high
2252,38.0,0.0,174.76992951667836,1.0,5.0,high
2253,34.0,0.0,146.5407210808584,0.0,7.0,medium
2254,27.0,0.0,171.7207998598058,1.0,7.0,medium
2255,26.0,0.0,164.88510673668475,0.0,3.0,low
2256,29.0,1.0,174.2098608774642,0.0,5.0,medium
2258,42.0,0.0,178.62965805559762,1.0,7.0,medium
2259,22.0,1.0,181.12466417964967,0.0,2.0,high
2261,31.0,1.0,165.08558688090403,1.0,7.0,high
2263,37.0,0.0,181.5529256090305,0.0,9.0,high
2264,28.0,0.0,181.24858221480216,1.0,2.0,medium
2265,39.0,0.0,168.0247497651698,0.0,9.0,medium
2266,44.0,0.0,178.94652711061312,0.0,10.0,high
2267,58.0,0.0,166.6450355343239,0.0,5.0,high
2268,41.0,1.0,166.40069918208866,0.0,9.0,high
2269,44.0,0.0,162.1499987941734,0.0,5.0,medium
2270,51.0,0.0,170.97298469939915,0.0,10.0,high
2271,52.0,0.0,167.71071407329762,1.0,7.0,high
2273,41.0,0.0,166.5681890316586,1.0,3.0,high
2274,49.0,0.0,175.53988885202773,0.0,4.0,high
2275,32.0,0.0,176.0703091548426,1.0,9.0,medium
2276,53.0,0.0,176.80024333507723,1.0,1.0,high
2277,39.0,0.0,195.32665427950064,1.0,5.0,medium
2278,33.0,1.0,171.04362191697012,0.0,5.0,high
2279,40.0,1.0,182.8695695681205,1.0,1.0,high
2281,24.0,1.0,147.1833019441553,1.0,4.0,high
2282,53.0,0.0,161.39774872755237,0.0,7.0,medium
2283,36.0,0.0,171.8544382697482,0.0,7.0,medium
2284,45.0,0.0,168.28280803200033,1.0,10.0,high
2285,19.0,0.0,170.7374936088126,1.0,8.0,medium
2286,32.0,0.0,175.2808545721453,0.0,4.0,medium
2287,48.0,0.0,149.96272409858122,1.0,8.0,high
2288,32.0,1.0,166.65995336200146,1.0,5.0,high
2289,35.0,0.0,158.64867992715094,1.0,7.0,medium
2290,33.0,0.0,182.83191977759583,1.0,1.0,medium
2292,22.0,0.0,170.66315423252644,1.0,10.0,high
2293,40.0,0.0,158.08770667120498,1.0,7.0,medium
2294,33.0,0.0,159.51531620263555,1.0,7.0,medium
2295,57.0,0.0,155.60720128932346,0.0,5.0,high
2296,24.0,0.0,175.87755094116295,0.0,6.0,medium
2297,42.0,0.0,166.9152432731296,0.0,7.0,medium
2298,41.0,0.0,165.49887783043923,1.0,6.0,high
2299,37.0,1.0,160.88084074815455,1.0,9.0,high
2300,31.0,1.0,169.4903291277149,0.0,8.0,high
2302,25.0,0.0,145.25661143433285,1.0,9.0,high
2304,36.0,1.0,183.4819520172668,0.0,9.0,high
2306,41.0,0.0,160.97071899551128,1.0,5.0,medium
2307,44.0,0.0,173.59883590966527,0.0,3.0,medium
2308,60.0,0.0,182.97156954575536,0.0,10.0,high
2310,39.0,0.0,160.25838877607976,0.0,4.0,high
2311,54.0,0.0,178.7673407624542,1.0,2.0,medium
2313,48.0,0.0,170.60953493167509,0.0,2.0,medium
2314,52.0,0.0,162.98976027208107,1.0,2.0,high
2316,47.0,1.0,176.81909174960114,1.0,5.0,high
2317,40.0,0.0,157.7115436083273,0.0,8.0,medium
2318,30.0,0.0,186.1430578857744,0.0,9.0,medium
2319,19.0,0.0,167.6836434909709,1.0,10.0,medium
2320,56.0,0.0,175.5990855220925,1.0,3.0,high
2321,40.0,0.0,170.3006023864161,0.0,10.0,medium
2324,33.0,0.0,175.2770890606635,0.0,9.0,medium
2326,42.0,0.0,163.2848946818743,1.0,8.0,high
2327,44.0,0.0,159.78252181028682,0.0,9.0,high
2328,29.0,0.0,149.53240277686223,1.0,6.0,high
2329,41.0,0.0,186.658218838042,1.0,3.0,high
2330,41.0,0.0,182.40007201257265,1.0,9.0,high
2331,47.0,0.0,145.61225423534114,0.0,1.0,medium
2332,49.0,0.0,150.7139977767305,0.0,9.0,high
2333,38.0,0.0,178.68122963536447,0.0,6.0,medium
2334,49.0,0.0,161.47739688928857,1.0,9.0,high
2335,20.0,0.0,156.39863993581469,0.0,3.0,low
2336,56.0,0.0,165.8835058689907,0.0,2.0,medium
2338,43.0,0.0,181.48387515323765,0.0,1.0,medium
2339,37.0,0.0,176.81201171642095,1.0,5.0,medium
2340,42.0,1.0,157.33046894478747,1.0,9.0,high
2341,37.0,0.0,156.6439418045278,1.0,4.0,high
2343,37.0,0.0,163.14097854240438,0.0,5.0,medium
2344,33.0,0.0,144.61544845258186,0.0,8.0,medium
2346,38.0,0.0,156.10415413112375,1.0,1.0,medium
2347,60.0,0.0,167.10782221241857,1.0,9.0,high
2348,36.0,0.0,172.87345308309335,1.0,3.0,medium
2349,27.0,1.0,164.8961987667172,0.0,10.0,medium
2350,75.0,0.0,170.57176346469657,0.0,3.0,medium
2352,44.0,0.0,163.03367611960994,0.0,3.0,medium
2355,30.0,0.0,183.37634901319657,1.0,10.0,medium
2356,33.0,0.0,160.21431054722078,0.0,7.0,medium
2357,49.0,1.0,157.24842074330525,1.0,6.0,high
2358,45.0,0.0,175.8177138291352,1.0,8.0,high
2362,20.0,0.0,165.25123932574417,1.0,3.0,high
2363,49.0,0.0,170.42808636774228,1.0,7.0,high
2364,32.0,0.0,168.8769087742896,0.0,4.0,medium
2365,32.0,0.0,169.49196976122397,0.0,9.0,medium
2366,32.0,0.0,165.06260332863826,0.0,5.0,medium
2367,36.0,0.0,151.41783513973752,0.0,3.0,medium
2370,54.0,0.0,166.97096180771575,0.0,1.0,medium
2372,34.0,0.0,165.1274074679113,0.0,8.0,medium
2374,38.0,1.0,166.66007077002408,1.0,2.0,high
2375,51.0,0.0,170.93335037395428,0.0,9.0,high
2377,30.0,0.0,160.3512732164155,0.0,6.0,medium
2378,48.0,1.0,164.21050745176277,0.0,7.0,high
2379,39.0,0.0,165.4687012287583,1.0,7.0,medium
2381,31.0,0.0,169.90147518195454,1.0,1.0,medium
2382,51.0,0.0,168.62127526067692,0.0,8.0,high
2383,20.0,0.0,181.39438065487863,1.0,7.0,medium
2384,28.0,0.0,159.42814351866673,1.0,7.0,medium
2385,44.0,0.0,161.99016251439164,0.0,1.0,medium
2389,35.0,0.0,157.3184778285979,1.0,1.0,medium
2392,20.0,0.0,164.16855800279146,0.0,4.0,medium
2393,45.0,1.0,174.2395833609929,1.0,3.0,high
2394,36.0,0.0,168.71136259689902,1.0,1.0,medium
2395,27.0,1.0,157.3583596215668,1.0,7.0,high
2396,50.0,0.0,156.18077854406502,1.0,8.0,high
2397,33.0,0.0,160.74082630473595,1.0,4.0,medium
2398,51.0,1.0,175.68378738112702,0.0,6.0,high
2399,17.0,0.0,156.3296739964671,1.0,5.0,medium
2400,41.0,0.0,156.5453750520313,0.0,1.0,medium
2401,50.0,0.0,159.3910977908203,1.0,2.0,medium
2402,43.0,0.0,162.005747684938,1.0,3.0,high
2404,34.0,0.0,167.62236544744147,0.0,4.0,medium
2406,47.0,0.0,163.5068096761653,0.0,6.0,medium
2407,40.0,1.0,163.28582452999183,0.0,5.0,high
2408,41.0,0.0,136.8171276917846,0.0,4.0,medium
2411,38.0,0.0,171.393691036549,1.0,8.0,medium
2412,64.0,0.0,182.134495253449,0.0,7.0,high
2413,38.0,0.0,181.34879758746405,0.0,9.0,medium
2414,30.0,1.0,179.31882924219326,1.0,9.0,high
2415,20.0,0.0,152.80168296297398,0.0,3.0,medium
2416,47.0,1.0,166.39419487651708,0.0,4.0,high
2417,48.0,0.0,160.02573196924305,0.0,4.0,high
2418,52.0,0.0,158.31300602467792,1.0,1.0,high
2419,39.0,0.0,154.47341428617435,0.0,3.0,medium
2420,47.0,0.0,170.12703504106165,1.0,2.0,high
2421,46.0,0.0,185.6682511353671,1.0,4.0,high
2422,41.0,0.0,163.599278019786,0.0,9.0,medium
2423,32.0,0.0,182.10135932672955,1.0,7.0,high
2424,27.0,0.0,150.51065382729507,1.0,5.0,medium
2425,42.0,1.0,169.85053634918592,1.0,2.0,high
2426,29.0,1.0,159.29046990452056,0.0,3.0,medium
2427,44.0,0.0,159.24272960160485,0.0,3.0,medium
2428,48.0,0.0,162.28765147344905,0.0,3.0,medium
2429,52.0,0.0,162.2619866052494,1.0,6.0,high
2430,47.0,1.0,138.39381053432015,0.0,4.0,low
2432,34.0,0.0,167.0962794616822,1.0,5.0,high
2433,43.0,0.0,171.81179081468684,0.0,1.0,high
