,age,gender,is_hereditary,is_smoker,stress,bald_prob
856,45.0,1,0.0,0.0,4.0,medium
857,53.0,0,0.0,1.0,7.0,high
858,26.0,1,0.0,0.0,5.0,medium
859,44.0,0,0.0,0.0,8.0,medium
860,41.0,1,0.0,0.0,8.0,medium
861,25.0,1,0.0,1.0,2.0,medium
863,48.0,1,0.0,0.0,1.0,medium
864,56.0,1,0.0,0.0,8.0,high
865,44.0,1,0.0,1.0,5.0,high
866,45.0,0,0.0,0.0,5.0,medium
867,39.0,1,0.0,1.0,7.0,high
868,42.0,1,0.0,0.0,2.0,medium
869,50.0,1,1.0,1.0,9.0,high
871,43.0,1,0.0,1.0,1.0,high
872,50.0,1,1.0,0.0,5.0,high
873,31.0,1,0.0,0.0,1.0,medium
874,48.0,1,0.0,0.0,6.0,medium
875,43.0,1,1.0,0.0,6.0,high
876,39.0,1,0.0,0.0,6.0,medium
877,41.0,1,0.0,1.0,7.0,high
882,39.0,1,1.0,1.0,2.0,high
883,50.0,1,0.0,1.0,10.0,high
885,43.0,1,0.0,1.0,10.0,high
886,40.0,1,0.0,0.0,9.0,high
887,50.0,0,1.0,1.0,9.0,high
888,38.0,1,0.0,1.0,10.0,high
889,35.0,0,0.0,1.0,1.0,medium
892,21.0,1,0.0,0.0,2.0,medium
893,32.0,1,0.0,0.0,4.0,medium
894,36.0,1,0.0,0.0,6.0,high
896,45.0,1,0.0,0.0,8.0,medium
897,26.0,0,0.0,0.0,8.0,medium
898,53.0,1,0.0,1.0,1.0,high
899,37.0,1,0.0,0.0,3.0,medium
900,39.0,0,0.0,0.0,4.0,medium
901,23.0,1,0.0,1.0,1.0,medium
902,38.0,1,0.0,1.0,1.0,medium
903,46.0,1,0.0,0.0,7.0,medium
904,35.0,0,0.0,1.0,1.0,medium
905,43.0,1,0.0,1.0,2.0,high
906,42.0,0,0.0,1.0,7.0,high
907,27.0,1,0.0,1.0,10.0,high
908,43.0,1,0.0,1.0,6.0,high
909,57.0,0,0.0,0.0,1.0,medium
910,58.0,0,0.0,1.0,10.0,high
911,51.0,1,0.0,1.0,6.0,high
912,46.0,1,0.0,1.0,6.0,high
913,58.0,1,1.0,1.0,5.0,high
914,48.0,1,0.0,0.0,9.0,high
915,37.0,0,0.0,0.0,4.0,medium
917,45.0,1,0.0,1.0,6.0,high
918,41.0,1,0.0,1.0,2.0,high
919,34.0,1,1.0,0.0,8.0,high
920,50.0,1,0.0,0.0,1.0,medium
922,54.0,1,0.0,1.0,9.0,high
923,33.0,0,0.0,0.0,1.0,low
924,36.0,1,0.0,0.0,2.0,high
927,42.0,1,0.0,0.0,8.0,medium
928,37.0,1,0.0,0.0,6.0,medium
931,46.0,1,0.0,0.0,4.0,high
932,44.0,1,0.0,1.0,2.0,high
933,48.0,0,0.0,1.0,4.0,medium
934,39.0,1,0.0,1.0,8.0,medium
938,21.0,1,0.0,1.0,9.0,medium
939,38.0,0,0.0,0.0,2.0,low
940,28.0,1,0.0,1.0,1.0,medium
941,23.0,0,0.0,0.0,4.0,medium
943,56.0,1,1.0,0.0,7.0,high
944,37.0,0,0.0,0.0,9.0,medium
945,40.0,1,0.0,0.0,3.0,medium
946,58.0,1,0.0,0.0,9.0,high
947,53.0,1,1.0,0.0,9.0,high
948,53.0,1,0.0,0.0,6.0,high
949,38.0,1,0.0,0.0,3.0,medium
950,39.0,0,0.0,1.0,2.0,medium
952,29.0,1,1.0,0.0,4.0,medium
953,51.0,0,0.0,0.0,1.0,high
954,37.0,1,0.0,0.0,8.0,medium
958,41.0,1,1.0,1.0,8.0,high
959,31.0,1,0.0,1.0,9.0,high
960,47.0,0,0.0,0.0,5.0,medium
961,45.0,0,1.0,0.0,9.0,high
963,51.0,1,0.0,1.0,10.0,high
964,55.0,0,0.0,0.0,9.0,medium
967,36.0,1,0.0,1.0,1.0,medium
970,32.0,0,0.0,1.0,1.0,medium
971,28.0,0,0.0,1.0,9.0,medium
973,33.0,1,0.0,1.0,7.0,high
974,32.0,0,1.0,0.0,9.0,high
975,48.0,1,1.0,1.0,10.0,high
976,37.0,1,0.0,1.0,10.0,medium
977,21.0,0,0.0,1.0,6.0,medium
978,25.0,0,0.0,0.0,2.0,medium
980,41.0,0,0.0,0.0,7.0,medium
981,53.0,1,0.0,1.0,7.0,high
982,29.0,1,0.0,0.0,5.0,medium
984,39.0,1,0.0,1.0,10.0,medium
985,36.0,1,0.0,0.0,1.0,medium
986,43.0,1,1.0,1.0,7.0,high
988,46.0,1,0.0,0.0,2.0,medium
989,33.0,1,0.0,0.0,4.0,medium
990,34.0,1,0.0,1.0,6.0,high
991,39.0,1,0.0,1.0,1.0,low
992,27.0,0,0.0,1.0,7.0,medium
994,35.0,1,0.0,1.0,3.0,medium
995,34.0,1,0.0,1.0,4.0,medium
996,26.0,0,0.0,0.0,6.0,medium
998,38.0,1,0.0,1.0,9.0,high
999,36.0,1,1.0,0.0,7.0,high
1000,35.0,1,0.0,0.0,5.0,medium
1001,29.0,0,1.0,1.0,3.0,medium
1002,35.0,1,1.0,0.0,10.0,high
1003,20.0,1,0.0,0.0,10.0,medium
1004,33.0,1,1.0,1.0,8.0,high
1006,49.0,0,0.0,0.0,2.0,medium
1007,54.0,1,1.0,0.0,9.0,high
1009,37.0,0,0.0,0.0,9.0,medium
1010,40.0,1,1.0,0.0,9.0,high
1013,49.0,0,0.0,1.0,2.0,medium
1014,39.0,0,1.0,0.0,9.0,high
1015,38.0,0,1.0,0.0,1.0,high
1018,41.0,0,1.0,0.0,5.0,medium
1019,47.0,1,0.0,0.0,6.0,high
1020,37.0,1,0.0,0.0,1.0,medium
1023,47.0,0,0.0,1.0,1.0,medium
1024,17.0,0,1.0,0.0,1.0,low
1025,27.0,1,0.0,1.0,3.0,medium
1026,56.0,1,0.0,1.0,10.0,high
1028,33.0,1,1.0,0.0,8.0,high
1030,54.0,0,0.0,0.0,6.0,medium
1031,47.0,1,0.0,0.0,10.0,high
1034,56.0,1,1.0,0.0,7.0,high
1035,42.0,1,0.0,0.0,10.0,high
1037,45.0,0,0.0,1.0,3.0,medium
1039,46.0,0,0.0,1.0,1.0,medium
1040,35.0,0,0.0,0.0,6.0,low
1041,42.0,1,0.0,1.0,8.0,high
1042,46.0,0,0.0,1.0,6.0,high
1043,40.0,1,0.0,0.0,3.0,medium
1044,30.0,1,0.0,0.0,7.0,high
1045,36.0,1,0.0,0.0,10.0,high
1047,30.0,1,0.0,0.0,8.0,medium
1048,17.0,1,1.0,0.0,9.0,high
1050,43.0,1,0.0,0.0,4.0,medium
1051,36.0,1,0.0,0.0,5.0,medium
1052,26.0,1,0.0,0.0,5.0,medium
1054,20.0,1,1.0,1.0,6.0,high
1055,41.0,1,0.0,1.0,2.0,high
1057,24.0,1,0.0,1.0,10.0,high
1061,45.0,1,0.0,1.0,2.0,high
1062,50.0,1,1.0,1.0,2.0,high
1063,43.0,0,1.0,0.0,6.0,high
1064,32.0,1,0.0,1.0,6.0,medium
1065,44.0,1,0.0,1.0,5.0,high
1066,33.0,0,1.0,0.0,9.0,high
1067,56.0,0,0.0,0.0,5.0,high
1068,37.0,1,0.0,1.0,9.0,medium
1070,36.0,1,0.0,1.0,5.0,medium
1071,43.0,0,1.0,1.0,7.0,high
1074,41.0,0,0.0,1.0,2.0,medium
1075,62.0,1,0.0,0.0,2.0,medium
1076,46.0,0,0.0,0.0,6.0,medium
1077,36.0,1,1.0,0.0,4.0,medium
1078,49.0,0,0.0,0.0,6.0,medium
1079,57.0,0,0.0,1.0,9.0,high
1080,24.0,1,0.0,0.0,2.0,medium
1081,24.0,1,0.0,1.0,7.0,high
1082,49.0,1,1.0,0.0,10.0,high
1083,67.0,1,0.0,0.0,9.0,medium
1085,52.0,0,0.0,0.0,4.0,medium
1086,33.0,1,1.0,0.0,5.0,medium
1089,39.0,1,0.0,1.0,4.0,high
1090,55.0,0,0.0,1.0,5.0,high
1091,27.0,1,0.0,1.0,2.0,high
1092,35.0,1,0.0,1.0,2.0,medium
1093,45.0,1,0.0,1.0,5.0,high
1094,43.0,1,0.0,1.0,7.0,medium
1095,30.0,1,0.0,1.0,4.0,medium
1096,57.0,0,0.0,0.0,10.0,medium
1097,24.0,1,0.0,0.0,3.0,medium
1099,39.0,1,0.0,1.0,4.0,medium
1100,24.0,1,0.0,1.0,4.0,medium
1101,45.0,1,0.0,1.0,8.0,high
1102,31.0,1,0.0,0.0,6.0,medium
1103,36.0,0,0.0,1.0,3.0,medium
1104,35.0,1,0.0,0.0,3.0,medium
1105,43.0,0,0.0,1.0,7.0,medium
1106,43.0,1,0.0,0.0,8.0,medium
1107,26.0,1,0.0,0.0,8.0,high
1108,48.0,1,0.0,0.0,8.0,high
1109,47.0,1,0.0,0.0,5.0,high
1110,33.0,0,0.0,1.0,9.0,medium
1111,51.0,0,0.0,1.0,1.0,medium
1113,56.0,1,0.0,1.0,2.0,high
1114,25.0,1,0.0,1.0,7.0,high
1115,35.0,1,0.0,0.0,3.0,medium
1116,38.0,0,0.0,1.0,3.0,medium
1117,41.0,1,0.0,1.0,7.0,high
1118,17.0,1,0.0,1.0,3.0,medium
1119,44.0,0,1.0,0.0,6.0,high
1120,42.0,1,1.0,0.0,3.0,high
1121,42.0,1,0.0,0.0,6.0,medium
1123,32.0,1,0.0,0.0,5.0,medium
1125,39.0,1,0.0,0.0,1.0,low
1126,31.0,0,0.0,0.0,1.0,medium
1127,48.0,1,0.0,0.0,8.0,high
1128,37.0,0,1.0,0.0,4.0,high
1130,25.0,1,0.0,0.0,4.0,medium
1132,31.0,1,0.0,1.0,5.0,high
1133,47.0,1,0.0,0.0,3.0,high
1134,40.0,1,1.0,0.0,5.0,high
1135,46.0,0,0.0,0.0,6.0,high
1136,37.0,0,0.0,0.0,2.0,medium
1137,43.0,1,0.0,0.0,2.0,medium
1139,32.0,0,0.0,1.0,5.0,medium
1140,24.0,1,0.0,0.0,8.0,medium
1141,45.0,1,0.0,1.0,7.0,high
1142,43.0,1,0.0,1.0,8.0,high
1144,45.0,1,0.0,0.0,1.0,medium
1145,45.0,1,0.0,1.0,7.0,high
1146,11.0,0,0.0,1.0,5.0,medium
1147,33.0,0,0.0,1.0,3.0,medium
1149,28.0,1,0.0,0.0,3.0,medium
1150,18.0,1,0.0,0.0,10.0,medium
1151,33.0,1,0.0,0.0,1.0,medium
1152,51.0,1,0.0,0.0,7.0,high
1153,56.0,1,0.0,1.0,10.0,high
1155,29.0,1,1.0,1.0,3.0,high
1156,50.0,0,0.0,1.0,8.0,high
1159,47.0,1,0.0,0.0,3.0,high
1161,40.0,0,1.0,0.0,6.0,medium
1163,41.0,1,0.0,1.0,8.0,high
1165,33.0,1,0.0,0.0,4.0,medium
1166,36.0,1,0.0,0.0,2.0,medium
1167,51.0,1,0.0,1.0,9.0,high
1168,55.0,1,0.0,1.0,2.0,high
1169,34.0,1,0.0,0.0,4.0,medium
1170,35.0,1,0.0,0.0,1.0,high
1171,44.0,0,1.0,0.0,5.0,medium
1172,45.0,1,0.0,1.0,6.0,high
1174,42.0,1,0.0,0.0,7.0,medium
1175,31.0,1,0.0,1.0,5.0,high
1176,33.0,1,1.0,1.0,8.0,high
1177,33.0,0,0.0,1.0,10.0,medium
1178,57.0,0,1.0,0.0,8.0,high
1181,24.0,1,0.0,1.0,5.0,medium
1182,48.0,1,0.0,0.0,1.0,medium
1184,33.0,1,0.0,0.0,4.0,medium
1185,42.0,0,0.0,0.0,1.0,low
1187,48.0,0,0.0,1.0,8.0,high
1189,38.0,1,0.0,1.0,6.0,medium
1190,39.0,0,0.0,0.0,4.0,low
1192,48.0,0,0.0,1.0,8.0,high
1193,39.0,1,0.0,1.0,8.0,high
1194,41.0,1,1.0,1.0,9.0,high
1195,35.0,1,0.0,1.0,7.0,high
1196,23.0,1,0.0,1.0,3.0,high
1197,28.0,1,1.0,1.0,6.0,high
1198,42.0,0,0.0,0.0,7.0,medium
1199,34.0,0,0.0,0.0,6.0,low
1201,38.0,1,1.0,0.0,9.0,high
1202,22.0,1,1.0,0.0,8.0,high
1204,43.0,1,1.0,1.0,4.0,high
1205,44.0,1,0.0,0.0,4.0,high
1207,27.0,0,0.0,1.0,7.0,medium
1208,44.0,1,0.0,0.0,7.0,medium
1209,44.0,0,1.0,1.0,5.0,high
1210,36.0,1,0.0,0.0,10.0,medium
1211,62.0,1,0.0,0.0,4.0,medium
1213,38.0,1,0.0,0.0,8.0,medium
1214,36.0,1,1.0,0.0,8.0,high
1215,33.0,1,0.0,1.0,4.0,high
1217,38.0,1,0.0,0.0,3.0,medium
1218,57.0,0,0.0,0.0,2.0,medium
1219,54.0,0,0.0,1.0,8.0,high
1220,53.0,0,1.0,0.0,9.0,high
1221,21.0,1,0.0,1.0,10.0,high
1222,46.0,1,0.0,0.0,8.0,high
1225,51.0,1,0.0,0.0,7.0,high
1226,24.0,1,0.0,0.0,7.0,medium
1227,34.0,0,0.0,0.0,5.0,medium
1228,47.0,1,0.0,1.0,7.0,high
1230,42.0,1,0.0,1.0,4.0,high
1231,21.0,0,1.0,0.0,6.0,medium
1232,39.0,1,0.0,0.0,6.0,medium
1233,32.0,0,0.0,1.0,7.0,medium
1236,55.0,1,0.0,1.0,1.0,high
1237,25.0,0,0.0,0.0,4.0,medium
1238,41.0,1,0.0,1.0,4.0,high
1239,22.0,0,0.0,1.0,8.0,medium
1240,59.0,1,0.0,0.0,9.0,high
1241,34.0,1,0.0,0.0,8.0,medium
1242,43.0,1,0.0,1.0,5.0,high
1244,38.0,1,0.0,0.0,4.0,medium
1245,24.0,1,0.0,1.0,4.0,medium
1246,20.0,1,1.0,0.0,10.0,high
1248,36.0,0,0.0,0.0,8.0,medium
1249,41.0,1,0.0,0.0,1.0,medium
1251,30.0,1,1.0,1.0,6.0,high
1253,39.0,1,0.0,0.0,2.0,medium
1255,36.0,1,0.0,1.0,7.0,medium
1256,43.0,1,1.0,1.0,1.0,high
1258,31.0,1,0.0,0.0,2.0,medium
1260,45.0,0,0.0,1.0,4.0,high
1262,46.0,1,0.0,0.0,4.0,medium
1263,35.0,0,0.0,0.0,5.0,high
1265,52.0,1,0.0,1.0,5.0,high
1266,49.0,1,0.0,1.0,8.0,high
1267,12.0,0,0.0,0.0,2.0,medium
1268,50.0,0,0.0,1.0,9.0,high
1269,42.0,1,0.0,1.0,4.0,high
1270,43.0,0,0.0,0.0,7.0,medium
1271,32.0,1,1.0,0.0,6.0,high
1273,35.0,1,0.0,0.0,4.0,medium
1274,43.0,0,0.0,1.0,2.0,medium
1275,51.0,1,0.0,0.0,2.0,medium
1276,35.0,1,0.0,0.0,4.0,medium
1277,46.0,1,0.0,1.0,5.0,high
1278,46.0,0,0.0,1.0,9.0,medium
1279,28.0,1,0.0,1.0,1.0,medium
1280,47.0,0,0.0,0.0,6.0,high
1281,53.0,0,0.0,1.0,6.0,medium
1283,33.0,1,0.0,0.0,2.0,medium
1284,43.0,1,0.0,1.0,3.0,medium
1285,35.0,1,0.0,0.0,1.0,medium
1286,50.0,0,0.0,0.0,4.0,medium
1287,35.0,0,0.0,1.0,10.0,high
1288,36.0,1,0.0,0.0,8.0,medium
1289,41.0,0,1.0,1.0,10.0,high
1290,28.0,1,0.0,1.0,3.0,medium
1291,44.0,1,0.0,1.0,2.0,medium
1292,28.0,1,0.0,1.0,5.0,high
1293,54.0,1,0.0,1.0,4.0,high
1294,40.0,1,0.0,0.0,1.0,medium
1296,31.0,1,0.0,0.0,2.0,medium
1297,42.0,1,1.0,0.0,1.0,medium
1298,28.0,1,1.0,0.0,6.0,high
1299,50.0,1,0.0,0.0,10.0,medium
1300,53.0,0,0.0,0.0,3.0,medium
1302,30.0,1,0.0,1.0,4.0,medium
1303,21.0,0,0.0,1.0,6.0,medium
1304,33.0,1,0.0,1.0,9.0,high
1305,64.0,1,1.0,1.0,8.0,high
1306,41.0,0,0.0,0.0,1.0,medium
1307,47.0,1,0.0,0.0,5.0,medium
1308,43.0,1,1.0,0.0,10.0,high
1309,41.0,1,0.0,0.0,9.0,medium
1311,42.0,1,0.0,0.0,7.0,high
1312,50.0,1,0.0,1.0,3.0,high
1313,46.0,0,0.0,1.0,8.0,medium
1314,27.0,0,0.0,1.0,6.0,medium
1315,34.0,0,0.0,0.0,9.0,medium
1317,27.0,1,0.0,1.0,5.0,medium
1318,29.0,1,0.0,0.0,2.0,medium
1321,50.0,1,0.0,1.0,1.0,medium
1324,41.0,1,0.0,1.0,9.0,high
1325,31.0,0,0.0,0.0,3.0,low
1326,34.0,1,0.0,1.0,1.0,medium
1327,44.0,1,0.0,1.0,1.0,high
1328,44.0,0,0.0,1.0,10.0,high
1329,22.0,1,0.0,0.0,6.0,medium
1330,38.0,1,0.0,0.0,8.0,medium
1332,32.0,1,0.0,1.0,5.0,high
1335,30.0,1,0.0,1.0,8.0,high
1336,30.0,1,0.0,0.0,5.0,medium
1338,38.0,1,0.0,1.0,10.0,high
1339,20.0,1,0.0,0.0,5.0,medium
1340,57.0,1,0.0,0.0,8.0,high
1341,31.0,1,0.0,0.0,10.0,medium
1342,42.0,1,1.0,0.0,7.0,high
1343,37.0,1,0.0,1.0,1.0,medium
1344,35.0,1,0.0,1.0,8.0,high
1346,38.0,0,0.0,0.0,2.0,low
1347,43.0,0,0.0,1.0,3.0,medium
1348,38.0,1,0.0,0.0,1.0,medium
1349,26.0,1,0.0,1.0,2.0,medium
1350,47.0,0,0.0,1.0,8.0,high
1351,47.0,1,0.0,1.0,9.0,high
1353,23.0,0,0.0,0.0,9.0,medium
1354,37.0,1,0.0,1.0,2.0,medium
1356,41.0,0,0.0,1.0,10.0,high
1357,30.0,0,1.0,0.0,1.0,medium
1360,38.0,1,0.0,1.0,7.0,medium
1362,38.0,1,0.0,1.0,5.0,high
1363,31.0,1,0.0,0.0,8.0,medium
1365,43.0,0,0.0,1.0,2.0,medium
1366,59.0,0,0.0,0.0,4.0,medium
1367,43.0,1,0.0,0.0,7.0,high
1368,41.0,1,1.0,0.0,7.0,high
1369,38.0,1,0.0,1.0,8.0,medium
1370,42.0,0,0.0,0.0,5.0,high
1371,43.0,0,1.0,0.0,2.0,medium
1372,48.0,0,0.0,1.0,4.0,medium
1375,67.0,1,0.0,0.0,4.0,medium
1376,46.0,0,0.0,0.0,9.0,medium
1377,41.0,0,0.0,1.0,1.0,medium
1378,38.0,0,0.0,1.0,9.0,medium
1379,33.0,1,0.0,0.0,3.0,medium
1380,51.0,0,0.0,0.0,1.0,medium
1381,28.0,1,0.0,1.0,9.0,high
1382,39.0,1,0.0,0.0,5.0,medium
1383,40.0,1,0.0,0.0,5.0,medium
1384,52.0,0,1.0,1.0,5.0,high
1385,35.0,1,0.0,1.0,5.0,high
1386,37.0,1,1.0,0.0,6.0,high
1387,22.0,1,0.0,0.0,3.0,medium
1388,52.0,1,0.0,0.0,8.0,high
1389,33.0,0,1.0,0.0,6.0,medium
1391,36.0,0,0.0,0.0,1.0,low
1392,34.0,0,0.0,0.0,8.0,medium
1393,53.0,0,0.0,0.0,7.0,medium
1394,31.0,1,0.0,1.0,1.0,medium
1395,55.0,1,0.0,0.0,8.0,high
1396,40.0,1,0.0,1.0,9.0,medium
1397,36.0,0,0.0,1.0,1.0,medium
1398,34.0,0,0.0,1.0,1.0,medium
1399,45.0,0,0.0,0.0,10.0,medium
1400,26.0,1,0.0,1.0,8.0,high
1402,37.0,1,0.0,1.0,4.0,medium
1403,55.0,0,0.0,0.0,5.0,high
1406,30.0,1,0.0,0.0,1.0,medium
1407,42.0,1,0.0,1.0,6.0,medium
1408,16.0,1,0.0,1.0,10.0,high
1409,52.0,0,0.0,0.0,9.0,high
1410,40.0,1,0.0,1.0,6.0,medium
1411,31.0,1,0.0,0.0,7.0,medium
1412,28.0,1,1.0,1.0,7.0,high
1413,58.0,1,0.0,1.0,3.0,high
1415,44.0,0,0.0,1.0,7.0,high
1421,10.0,0,0.0,1.0,2.0,low
1422,48.0,1,0.0,1.0,4.0,medium
1423,38.0,1,0.0,1.0,7.0,high
1424,30.0,0,1.0,0.0,6.0,high
1425,55.0,1,0.0,1.0,4.0,high
1426,46.0,0,0.0,1.0,1.0,medium
1427,25.0,1,0.0,0.0,5.0,medium
1428,41.0,0,0.0,0.0,5.0,medium
1430,45.0,1,0.0,1.0,6.0,high
1431,23.0,0,1.0,0.0,3.0,medium
1432,54.0,0,1.0,1.0,7.0,high
1433,35.0,1,0.0,1.0,7.0,high
1434,47.0,1,1.0,0.0,6.0,high
1435,42.0,1,0.0,1.0,3.0,medium
1437,53.0,0,1.0,1.0,8.0,high
1438,40.0,0,0.0,0.0,4.0,low
1439,44.0,1,1.0,1.0,10.0,high
1440,33.0,1,0.0,0.0,2.0,medium
1443,39.0,1,0.0,1.0,1.0,medium
1444,37.0,1,0.0,0.0,7.0,medium
1445,43.0,1,0.0,0.0,8.0,medium
1446,28.0,1,0.0,1.0,10.0,high
1447,40.0,1,0.0,1.0,1.0,medium
1448,41.0,1,1.0,1.0,10.0,high
1450,46.0,1,0.0,0.0,8.0,high
1452,45.0,1,0.0,1.0,5.0,high
1454,64.0,1,0.0,0.0,6.0,high
1457,36.0,0,0.0,0.0,9.0,medium
1459,47.0,1,0.0,1.0,1.0,medium
1461,53.0,1,0.0,1.0,2.0,high
1462,34.0,0,1.0,0.0,7.0,medium
1463,43.0,1,1.0,1.0,3.0,high
1465,31.0,1,0.0,0.0,4.0,medium
1466,48.0,0,0.0,1.0,3.0,medium
1467,33.0,1,0.0,1.0,10.0,high
1469,60.0,0,0.0,0.0,1.0,medium
1470,38.0,1,0.0,1.0,4.0,medium
1471,45.0,1,0.0,1.0,4.0,high
1473,69.0,0,0.0,1.0,2.0,high
1474,26.0,0,0.0,0.0,7.0,medium
1475,48.0,1,1.0,1.0,10.0,high
1476,32.0,1,1.0,1.0,3.0,medium
1477,34.0,1,1.0,0.0,9.0,high
1478,39.0,0,0.0,1.0,10.0,medium
1479,36.0,1,0.0,1.0,9.0,medium
1482,31.0,0,0.0,1.0,8.0,medium
1483,38.0,0,0.0,1.0,2.0,medium
1484,24.0,1,1.0,1.0,2.0,high
1486,42.0,0,0.0,0.0,3.0,high
1487,59.0,1,0.0,0.0,10.0,high
1489,33.0,1,1.0,1.0,4.0,high
1490,36.0,1,1.0,1.0,7.0,high
1491,43.0,1,0.0,0.0,8.0,medium
1492,45.0,1,1.0,1.0,10.0,high
1493,47.0,1,0.0,1.0,9.0,high
1495,52.0,0,0.0,0.0,7.0,high
1498,26.0,0,0.0,0.0,9.0,medium
1499,47.0,1,0.0,1.0,4.0,high
1500,41.0,1,0.0,1.0,1.0,high
1501,46.0,0,0.0,1.0,4.0,medium
1502,51.0,0,0.0,0.0,2.0,medium
1503,22.0,0,1.0,1.0,4.0,medium
1504,45.0,1,0.0,1.0,5.0,high
1505,37.0,0,0.0,0.0,5.0,medium
1506,43.0,0,0.0,0.0,9.0,high
1507,43.0,0,0.0,0.0,3.0,medium
1509,51.0,1,0.0,1.0,2.0,high
1510,37.0,1,0.0,0.0,8.0,high
1511,69.0,1,0.0,0.0,4.0,medium
1513,33.0,1,0.0,0.0,4.0,medium
1514,20.0,0,0.0,0.0,5.0,medium
1515,43.0,0,0.0,1.0,6.0,medium
1516,29.0,1,0.0,1.0,9.0,medium
1517,32.0,1,0.0,1.0,3.0,high
1519,35.0,1,1.0,1.0,10.0,high
1522,41.0,1,0.0,0.0,3.0,medium
1523,36.0,0,0.0,1.0,10.0,high
1524,27.0,0,0.0,0.0,7.0,low
1525,48.0,1,0.0,0.0,10.0,high
1526,54.0,1,0.0,1.0,2.0,high
1527,55.0,1,1.0,1.0,7.0,high
1528,29.0,0,0.0,0.0,7.0,low
1529,32.0,1,0.0,0.0,10.0,medium
1530,49.0,0,0.0,1.0,7.0,high
1531,21.0,0,0.0,0.0,9.0,medium
1533,22.0,1,0.0,1.0,5.0,medium
1534,58.0,1,0.0,1.0,8.0,high
1535,37.0,1,1.0,1.0,3.0,high
1538,55.0,0,0.0,0.0,2.0,medium
1540,45.0,1,0.0,0.0,4.0,medium
1541,48.0,1,1.0,1.0,8.0,high
1542,38.0,1,1.0,0.0,4.0,medium
1543,61.0,1,1.0,0.0,3.0,high
1544,20.0,0,0.0,1.0,6.0,medium
1546,32.0,0,0.0,1.0,4.0,medium
1548,40.0,1,0.0,1.0,1.0,medium
1550,57.0,1,1.0,0.0,1.0,high
1551,36.0,0,0.0,0.0,7.0,medium
1552,29.0,1,0.0,1.0,7.0,high
1553,51.0,1,0.0,1.0,9.0,high
1554,27.0,0,0.0,1.0,4.0,medium
1556,40.0,1,1.0,0.0,10.0,high
1557,45.0,1,0.0,0.0,1.0,medium
1558,47.0,0,0.0,1.0,1.0,high
1560,44.0,1,0.0,0.0,9.0,medium
1561,37.0,0,0.0,1.0,10.0,high
1562,33.0,1,0.0,1.0,9.0,high
1563,35.0,1,0.0,0.0,9.0,high
1564,56.0,0,0.0,1.0,1.0,medium
1565,35.0,0,0.0,0.0,9.0,medium
1566,61.0,1,1.0,0.0,4.0,high
1567,45.0,0,0.0,1.0,10.0,medium
1568,54.0,0,0.0,0.0,10.0,high
1569,34.0,0,0.0,1.0,7.0,medium
1570,44.0,0,0.0,1.0,1.0,medium
1571,44.0,1,0.0,0.0,9.0,high
1573,34.0,1,1.0,1.0,8.0,high
1575,39.0,1,1.0,0.0,10.0,high
1576,36.0,1,0.0,1.0,4.0,medium
1577,36.0,0,0.0,0.0,6.0,medium
1579,37.0,1,0.0,1.0,8.0,high
1580,36.0,0,1.0,1.0,8.0,high
1583,19.0,1,0.0,1.0,4.0,medium
1584,27.0,0,0.0,1.0,10.0,medium
1586,29.0,1,1.0,1.0,6.0,high
1587,53.0,1,0.0,1.0,6.0,high
1588,29.0,1,0.0,1.0,10.0,high
1589,42.0,1,0.0,1.0,3.0,medium
1590,38.0,0,0.0,1.0,7.0,medium
1591,23.0,1,0.0,1.0,4.0,high
1592,50.0,1,0.0,1.0,5.0,medium
1593,42.0,1,0.0,0.0,2.0,medium
1594,45.0,0,1.0,1.0,10.0,high
1595,42.0,1,0.0,1.0,3.0,high
1597,46.0,1,0.0,0.0,7.0,high
1600,40.0,0,0.0,0.0,4.0,low
1601,49.0,0,0.0,1.0,5.0,medium
1602,38.0,0,1.0,1.0,5.0,high
1603,26.0,1,0.0,0.0,10.0,high
1604,28.0,1,0.0,0.0,7.0,medium
1605,45.0,1,0.0,0.0,9.0,high
1607,44.0,1,0.0,0.0,1.0,medium
1610,66.0,1,0.0,0.0,5.0,high
1611,26.0,0,0.0,0.0,8.0,medium
1612,34.0,1,0.0,1.0,9.0,high
1614,34.0,1,0.0,1.0,1.0,medium
1616,36.0,0,1.0,1.0,6.0,high
1617,31.0,0,0.0,1.0,4.0,medium
1619,41.0,1,1.0,0.0,6.0,high
1620,27.0,0,0.0,0.0,6.0,medium
1621,42.0,1,0.0,0.0,8.0,medium
1622,51.0,1,1.0,0.0,4.0,high
1623,41.0,1,0.0,1.0,4.0,high
1624,45.0,0,0.0,1.0,4.0,medium
1625,42.0,1,0.0,1.0,5.0,medium
1626,33.0,1,0.0,1.0,8.0,high
1627,25.0,0,1.0,0.0,8.0,high
1628,57.0,1,0.0,1.0,7.0,high
1629,39.0,1,0.0,1.0,2.0,medium
1630,30.0,0,0.0,0.0,5.0,medium
1632,58.0,1,1.0,1.0,4.0,high
1633,39.0,1,0.0,0.0,6.0,medium
1634,37.0,0,0.0,0.0,7.0,medium
1635,58.0,0,0.0,1.0,5.0,high
1636,50.0,0,0.0,0.0,7.0,medium
1638,36.0,1,1.0,0.0,8.0,high
1639,63.0,1,0.0,1.0,4.0,high
1640,46.0,1,0.0,1.0,4.0,high
1641,50.0,0,0.0,0.0,8.0,medium
